folder,results_problem_20,results_problem_8,results_problem_11,results_problem_19,results_problem_9,results_problem_23,results_problem_6,results_problem_10,results_problem_22,results_problem_18,results_problem_17,results_problem_5,results_problem_2,results_problem_3,results_problem_14,results_problem_15,results_problem_12,results_problem_21,results_problem_1,results_problem_7,results_problem_13,results_problem_16,results_problem_4,categories.thisRepN,categories.thisTrialN,categories.thisN,categories.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,consent_text.started,consent_kb.started,consent_kb.keys,consent_kb.rt,Gender.keys,Gender.rt,Age,instructions_text.started,instructions_text.stopped,instructions_kb.keys,instructions_kb.rt,instructions_kb.started,instructions_kb.stopped,trial_kb.keys,current_problem_num,category_resp,answer,seed,accuracy,feedback,trial_kb.rt,trial_kb.started,trial_kb.stopped,trial_image.started,trial_image.stopped,feedback_text.started,feedback_text.stopped,new_problem_kb.started,new_problem_text.started,new_problem_kb.keys,new_problem_kb.rt,Participant #,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.02164329998777,47.02164329998777,y,187.5235807999852,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,001,2023-05-05_08h56.21.122,uncolored_shuffled,2021.2.3,60.00708083356939,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,3.9174039000063203,,,,,,,,,,,,,,,,,,,,,,,,,,31,001,2023-05-05_08h56.21.122,uncolored_shuffled,2021.2.3,60.00708083356939,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,243.53014200000325,None,space,54.05510700002196,243.53014200000325,None,,,,,,,,,,,,,,,,,,,31,001,2023-05-05_08h56.21.122,uncolored_shuffled,2021.2.3,60.00708083356939,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_0_0014.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,f,20,A,B,8,0,Incorrect!,9.858483200019691,297.7265858000028,None,297.7265858000028,None,307.6258411000017,None,,,,,31,001,2023-05-05_08h56.21.122,uncolored_shuffled,2021.2.3,60.00708083356939,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_0_0001.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,j,20,B,B,8,1,Correct!,3.7247857000038493,308.69242730000406,None,308.69242730000406,None,312.4421807999897,None,,,,,31,001,2023-05-05_08h56.21.122,uncolored_shuffled,2021.2.3,60.00708083356939,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_1_0008.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,j,20,B,A,8,0,Incorrect!,10.733748700004071,313.47544340000604,None,313.47544340000604,None,324.2414221999934,None,,,,,31,001,2023-05-05_08h56.21.122,uncolored_shuffled,2021.2.3,60.00708083356939,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_0_0009.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,f,20,A,B,8,0,Incorrect!,14.214582299988251,325.27464479999617,None,325.27464479999617,None,339.50693659999524,None,,,,,31,001,2023-05-05_08h56.21.122,uncolored_shuffled,2021.2.3,60.00708083356939,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_1_0006.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,j,20,B,A,8,0,Incorrect!,28.69232099998044,340.55687309999485,None,340.55687309999485,None,369.27123949999805,None,,,,,31,001,2023-05-05_08h56.21.122,uncolored_shuffled,2021.2.3,60.00708083356939,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_1_0003.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,j,20,B,A,8,0,Incorrect!,6.590708600007929,370.3544985000044,None,370.3544985000044,None,376.9706993,None,,,,,31,001,2023-05-05_08h56.21.122,uncolored_shuffled,2021.2.3,60.00708083356939,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_0_0010.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,f,20,A,B,8,0,Incorrect!,29.147776800004067,378.03730540000834,None,378.03730540000834,None,407.2019857999985,None,,,,,31,001,2023-05-05_08h56.21.122,uncolored_shuffled,2021.2.3,60.00708083356939,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_0_0013.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,j,20,B,B,8,1,Correct!,11.15659769999911,408.2685785999929,None,408.2685785999929,None,419.45126020000316,None,,,,,31,001,2023-05-05_08h56.21.122,uncolored_shuffled,2021.2.3,60.00708083356939,
