folder,results_problem_20,results_problem_15,results_problem_19,results_problem_5,results_problem_17,results_problem_6,results_problem_7,results_problem_8,results_problem_18,results_problem_11,results_problem_14,results_problem_23,results_problem_3,results_problem_22,results_problem_1,results_problem_9,results_problem_13,results_problem_16,results_problem_12,results_problem_4,results_problem_10,results_problem_2,results_problem_21,categories.thisRepN,categories.thisTrialN,categories.thisN,categories.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,consent_text.started,consent_kb.started,consent_kb.keys,consent_kb.rt,Gender.keys,Gender.rt,Age,instructions_text.started,instructions_text.stopped,instructions_kb.keys,instructions_kb.rt,instructions_kb.started,instructions_kb.stopped,trial_kb.keys,current_problem_num,category_resp,answer,seed,accuracy,feedback,trial_kb.rt,trial_kb.started,trial_kb.stopped,trial_image.started,trial_image.stopped,feedback_text.started,feedback_text.stopped,new_problem_kb.started,new_problem_text.started,new_problem_kb.keys,new_problem_kb.rt,Participant #,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.728007700003218,16.728007700003218,y,20.203000099980272,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,001,2023-05-17_13h00.53.401,uncolored_sorted,2021.2.3,59.988938046380234,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,4.077489599992987,,,,,,,,,,,,,,,,,,,,,,,,,,60,001,2023-05-17_13h00.53.401,uncolored_sorted,2021.2.3,59.988938046380234,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,47.29866760002915,None,space,43.92021090001799,47.29866760002915,None,,,,,,,,,,,,,,,,,,,60,001,2023-05-17_13h00.53.401,uncolored_sorted,2021.2.3,59.988938046380234,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_0_0005.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,f,20,A,B,15,0,Incorrect!,13.126894199987873,91.59621619997779,None,91.59621619997779,None,104.76156529999571,None,,,,,60,001,2023-05-17_13h00.53.401,uncolored_sorted,2021.2.3,59.988938046380234,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_1_0013.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,j,20,B,A,15,0,Incorrect!,5.565490499953739,105.86152959999163,None,105.86152959999163,None,111.44440859998576,None,,,,,60,001,2023-05-17_13h00.53.401,uncolored_sorted,2021.2.3,59.988938046380234,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_1_0008.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,f,20,A,A,15,1,Correct!,8.066699799965136,112.54453590000048,None,112.54453590000048,None,120.64416329999221,None,,,,,60,001,2023-05-17_13h00.53.401,uncolored_sorted,2021.2.3,59.988938046380234,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_0_0001.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,f,20,A,B,15,0,Incorrect!,1.8766304000164382,121.71038970001973,None,121.71038970001973,None,123.61025800002972,None,,,,,60,001,2023-05-17_13h00.53.401,uncolored_sorted,2021.2.3,59.988938046380234,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_0_0013.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,j,20,B,B,15,1,Correct!,2.525382499967236,124.6935295999865,None,124.6935295999865,None,127.2433272000053,None,,,,,60,001,2023-05-17_13h00.53.401,uncolored_sorted,2021.2.3,59.988938046380234,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_1_0015.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,f,20,A,A,15,1,Correct!,1.9291421999805607,128.40994619997218,None,128.40994619997218,None,130.35971819999395,None,,,,,60,001,2023-05-17_13h00.53.401,uncolored_sorted,2021.2.3,59.988938046380234,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_20\sample_1_0016.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,j,20,B,A,15,0,Incorrect!,1.9848269000067376,131.4263582000276,None,131.4263582000276,None,133.44278949999716,None,,,,,60,001,2023-05-17_13h00.53.401,uncolored_sorted,2021.2.3,59.988938046380234,
