folder,results_problem_9,results_problem_13,results_problem_1,results_problem_7,results_problem_17,results_problem_6,results_problem_14,results_problem_23,results_problem_15,results_problem_19,results_problem_10,results_problem_5,results_problem_12,results_problem_18,results_problem_8,results_problem_2,results_problem_22,results_problem_3,results_problem_20,results_problem_16,results_problem_21,results_problem_11,results_problem_4,categories.thisRepN,categories.thisTrialN,categories.thisN,categories.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,consent_text.started,consent_kb.started,consent_kb.keys,consent_kb.rt,Gender.keys,Gender.rt,Age,instructions_text.started,instructions_text.stopped,instructions_kb.keys,instructions_kb.rt,instructions_kb.started,instructions_kb.stopped,trial_kb.keys,current_problem_num,category_resp,answer,seed,accuracy,feedback,trial_kb.rt,trial_kb.started,trial_kb.stopped,trial_image.started,trial_image.stopped,feedback_text.started,feedback_text.stopped,new_problem_kb.started,new_problem_text.started,new_problem_kb.keys,new_problem_kb.rt,Participant #,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.444546300219372,7.444546300219372,y,30.61073790001683,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,001,2023-06-05_12h06.15.610,uncolored_shuffled,2021.2.3,59.94434760679644,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,11.60496410005726,,,,,,,,,,,,,,,,,,,,,,,,,,99,001,2023-06-05_12h06.15.610,uncolored_shuffled,2021.2.3,59.94434760679644,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,53.13561310013756,None,space,56.16713110008277,53.13561310013756,None,,,,,,,,,,,,,,,,,,,99,001,2023-06-05_12h06.15.610,uncolored_shuffled,2021.2.3,59.94434760679644,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9\sample_0_0005.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,j,9,B,B,25,1,Correct!,11.542831299826503,109.32797240000218,None,109.32797240000218,None,120.90335790021345,None,,,,,99,001,2023-06-05_12h06.15.610,uncolored_shuffled,2021.2.3,59.94434760679644,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9\sample_0_0008.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,f,9,A,B,25,0,Incorrect!,4.966643600026146,121.90411160001531,None,121.90411160001531,None,126.89119870006107,None,,,,,99,001,2023-06-05_12h06.15.610,uncolored_shuffled,2021.2.3,59.94434760679644,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9\sample_1_0001.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,f,9,A,A,25,1,Correct!,1.0660119999665767,127.90864000003785,None,127.90864000003785,None,128.9927831001114,None,,,,,99,001,2023-06-05_12h06.15.610,uncolored_shuffled,2021.2.3,59.94434760679644,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9\sample_0_0010.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,j,9,B,B,25,1,Correct!,2.820461600087583,130.0102266999893,None,130.0102266999893,None,132.8623481001705,None,,,,,99,001,2023-06-05_12h06.15.610,uncolored_shuffled,2021.2.3,59.94434760679644,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9\sample_0_0004.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,f,9,A,B,25,0,Incorrect!,0.6541301999241114,133.8964386000298,None,133.8964386000298,None,134.58032650011592,None,,,,,99,001,2023-06-05_12h06.15.610,uncolored_shuffled,2021.2.3,59.94434760679644,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9\sample_1_0003.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,f,9,A,A,25,1,Correct!,0.6481049000285566,135.61444340017624,None,135.61444340017624,None,136.28159340005368,None,,,,,99,001,2023-06-05_12h06.15.610,uncolored_shuffled,2021.2.3,59.94434760679644,
C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9,C:\Users\subject\Desktop\SVRT Experiments\SVRT Experiment 3\svrt_images\generated_images\results_problem_9\sample_1_0004.png,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,j,9,B,A,25,0,Incorrect!,0.7381856001447886,137.33236880018376,None,137.33236880018376,None,138.09962660004385,None,,,,,99,001,2023-06-05_12h06.15.610,uncolored_shuffled,2021.2.3,59.94434760679644,
